,ds,yhat,yhat_lower,yhat_upper
52,2021-03-05,2884.7419404076472,2785.9393049678833,2987.7501188582705
53,2021-03-08,2870.4141848206223,2759.0166631102225,2969.6240950024007
54,2021-03-09,2866.779861815132,2761.2930555381613,2976.9933314879722
55,2021-03-10,2869.1537155892843,2773.093875798051,2978.662843506987
56,2021-03-12,2867.265671341514,2758.8198658566707,2971.3712164487874
57,2021-03-15,2871.5311398364274,2765.1485053005117,2974.0973422531288
58,2021-03-16,2874.100566092562,2769.0145639010234,2982.9609421956584
59,2021-03-17,2882.526353992256,2774.4132644628858,2993.539545314737
60,2021-03-18,2888.0394063141066,2779.441007477695,2995.450588427625
61,2021-03-19,2891.935870259402,2785.263023474746,2997.51263873381
62,2021-03-22,2909.9812864468095,2801.8263838399475,3015.0286103358744
63,2021-03-23,2916.052164082164,2801.8073577457503,3025.3437748226806
64,2021-03-24,2927.35996353984,2817.5082713789325,3025.6772642804854
65,2021-03-25,2935.108362083802,2830.1863524382243,3046.399497693972
66,2021-03-26,2940.5779593849365,2842.7269699156277,3050.832529861057
67,2021-03-30,2964.453437469032,2851.0860210477194,3072.0497291305032
68,2021-03-31,2974.1826850398847,2864.8131863502117,3085.9597321266538
69,2021-04-01,2979.823744930897,2881.236062248762,3086.175332665418
70,2021-04-05,2991.5125198041337,2874.262527688413,3093.317886560566
71,2021-04-06,2992.7086590588574,2891.1802482103817,3098.509552713718
72,2021-04-07,2998.410995789709,2900.0883887749687,3110.373126873269
73,2021-04-08,2999.9349011917416,2895.5726106013562,3110.4997635727123
74,2021-04-09,2998.6773728383387,2890.917273131884,3102.65754188488
75,2021-04-12,2995.4751192755853,2888.102446947424,3098.7440283973224
76,2021-04-13,2992.982768085584,2884.47843613186,3104.8395168569887
77,2021-04-15,2993.5511254706075,2891.6093786174215,3106.7348782215586
78,2021-04-16,2989.3858629937117,2882.0018697082414,3098.4417548048386
79,2021-04-19,2979.3844457818946,2870.5374450597,3077.390572571134
80,2021-04-20,2975.2989962967827,2877.979558225469,3082.6152008562863
81,2021-04-22,2973.693418111832,2874.124992502567,3079.4585571484777
82,2021-04-23,2968.932443173379,2858.7711695410717,3076.947663183557
83,2021-04-26,2958.949119373013,2856.995919099388,3068.2402548211912
84,2021-04-27,2955.4127304486137,2847.796645174791,3062.146454739056
85,2021-04-28,2957.1882879413392,2850.654470896043,3061.0546489179637
86,2021-04-29,2955.5982051817487,2858.669710289328,3058.248096622596
87,2021-04-30,2952.0358858495943,2847.1808355109033,3058.335214686302
88,2021-05-03,2946.598632757466,2839.9601857611715,3051.172281008059
89,2021-05-04,2944.822904655711,2837.676813103441,3041.6025022046338
90,2021-05-05,2948.4473017062246,2840.5795915112185,3056.079134235412
91,2021-05-06,2948.7744440252864,2845.701852253036,3058.5539380731598
92,2021-05-07,2947.1785721413994,2834.2690474054725,3051.683561792809
93,2021-05-10,2947.753707512928,2842.507604563877,3059.6304385483113
94,2021-05-11,2947.9619815077303,2835.9050296223263,3064.2829178201173
95,2021-05-12,2953.5329083997735,2845.302711531132,3065.4613923335824
96,2021-05-14,2955.983478991753,2847.369074967245,3063.686607923575
97,2021-05-17,2961.4936476976236,2852.5085933558166,3069.4697187345896
98,2021-05-18,2963.1263296374223,2858.5628841169055,3065.2940037716876
99,2021-05-19,2969.994671259942,2853.700025888946,3074.9512069810085
100,2021-05-20,2973.3781387235595,2865.2093408950354,3086.498944805184
101,2021-05-21,2974.6303923510686,2871.1987233325126,3079.679842457706
102,2021-05-24,2982.3397099047133,2875.097582846353,3079.8652310277466
103,2021-05-25,2984.4194247527425,2881.587302024552,3092.0511375237456
104,2021-05-26,2991.5997087245396,2888.467300979937,3096.9720243085853
105,2021-05-27,2995.1686006796044,2887.620370456962,3103.1729375036366
106,2021-05-28,2996.4908039012053,2890.0727095208586,3106.342442039533
107,2021-05-31,3003.8609107529724,2895.537511063361,3112.213931702036
108,2021-06-01,3005.7016598671394,2898.9365380854733,3109.379499056968
109,2021-06-02,3012.6118958659667,2906.3367560732518,3117.3561521294
110,2021-06-03,3015.8998066194604,2907.7896050327217,3127.0286471752074
111,2021-06-04,3016.9502019751762,2904.6822682076026,3125.232499435592
112,2021-06-07,3023.7483906905272,2919.111458268697,3128.823183191493
113,2021-06-08,3025.534265770526,2918.95678313911,3143.298102276755
114,2021-06-09,3032.4787735602686,2916.7780448985554,3138.9161453290035
115,2021-06-10,3035.9310558852153,2926.334052603025,3142.7302211247465
116,2021-06-11,3037.2475080657155,2928.9356547284683,3144.4287773088136
117,2021-06-14,3045.4380627925157,2930.601945507384,3142.5305952168133
118,2021-06-15,3047.860025003768,2943.3570111654235,3156.829490529221
119,2021-06-16,3055.5033806301617,2946.7725700096444,3165.623857885532
120,2021-06-17,3059.6648823131586,2945.3607620563816,3170.9907016478473
121,2021-06-18,3061.7110716836933,2952.3430254557024,3171.362018293047
122,2021-06-21,3071.9521533902166,2956.690847139955,3175.4136791681053
123,2021-06-22,3074.9177147064584,2965.6370529273318,3183.6961772538793
124,2021-06-23,3082.987601798228,2973.213245971636,3193.464227111231
125,2021-06-24,3087.432032928892,2988.4933903808364,3186.7340114199455
126,2021-06-25,3089.593465068739,2985.507079255366,3205.02543759849
127,2021-06-28,3098.9885523335433,2987.496567261693,3206.2877158863093
128,2021-06-29,3101.2369431688207,2993.8978441801805,3206.632566540832
129,2021-06-30,3108.367358552998,3005.5861796949284,3217.9194382698392
130,2021-07-01,3111.656736476535,3002.446388268103,3218.741844153366
131,2021-07-02,3112.4609904209065,3002.2097045071446,3209.5414951239227
132,2021-07-05,3116.806694711887,3009.85560744379,3224.7258926444892
133,2021-07-06,3117.155743835459,3012.8288615382103,3230.2288208808322
134,2021-07-07,3122.347411276388,3007.3198765362104,3234.2926106787577
135,2021-07-08,3123.7065259143023,3023.6385052086594,3238.6691103487697
136,2021-07-09,3122.6399552909106,3017.5896699877794,3220.7370995213705
137,2021-07-12,3122.2601810691144,3019.2866726993257,3231.4327265180696
138,2021-07-13,3121.8426057340967,3015.2523947874483,3224.6331200113586
139,2021-07-14,3126.5842515619297,3012.715834518808,3233.160663429078
140,2021-07-15,3127.85250692884,3021.251889696275,3234.237225619605
141,2021-07-16,3127.09080457818,3014.39756474136,3233.562870993218
142,2021-07-19,3130.252905958734,3023.7079718306986,3231.716719097018
143,2021-07-20,3131.5940588243734,3015.808497815776,3239.3859372938755
144,2021-07-22,3142.4676903183486,3029.1007962586277,3253.445052563575
145,2021-07-23,3144.7664639323666,3041.027858792277,3262.130249107916
146,2021-07-26,3159.1557774824523,3051.865440679762,3271.1242685431325
147,2021-07-27,3164.7413188866312,3061.364409455988,3270.5151511113013
148,2021-07-28,3176.0843068118807,3073.3419742094093,3288.4711441416
149,2021-07-29,3184.4628587549514,3075.669169127616,3286.9413938161674
150,2021-07-30,3191.218126009576,3085.142387928105,3297.04659891025
151,2021-08-02,3218.1972073711677,3111.537150567987,3329.9935157975247
152,2021-08-03,3227.4749105007536,3124.570114105536,3330.311704664645
153,2021-08-04,3242.1458729186384,3141.909411516368,3353.47295183343
154,2021-08-05,3253.430528910352,3150.2322559649274,3357.830665535117
155,2021-08-06,3262.6206554518476,3147.2481293613732,3361.945744347645
156,2021-08-09,3293.7307726051604,3184.0226997829714,3394.9280465206803
157,2021-08-10,3303.2669899670345,3196.2466241540797,3404.3391870772984
158,2021-08-11,3317.6357646205997,3199.8113960511755,3419.898712373398
159,2021-08-12,3328.074113234296,3221.420907266342,3438.1431620320477
160,2021-08-13,3335.901590060872,3239.2830213601032,3446.9587725155775
161,2021-08-16,3360.3409793120513,3253.00661797335,3469.601139629502
162,2021-08-17,3366.9502786981507,3262.141273519986,3473.5009124808603
163,2021-08-18,3378.15023317723,3273.8323802787563,3485.549695707744
164,2021-08-20,3389.6449520064784,3284.014886300394,3491.536686245096
165,2021-08-23,3403.8698888894264,3296.5096788518963,3507.728654019889
166,2021-08-24,3407.362560653739,3292.463989321531,3508.21703455524
167,2021-08-25,3415.6926510378635,3309.7623314549837,3523.0985401593216
168,2021-08-26,3420.2204415730403,3312.013353595905,3526.6555192010537
169,2021-08-27,3422.381860786693,3317.884601326256,3526.390337698042
170,2021-08-30,3432.210230273338,3329.7149768418176,3536.3770751250668
171,2021-08-31,3435.040735376203,3330.119715351651,3547.1994185577387
172,2021-09-01,3443.1013057530777,3329.8174672322994,3558.7619745450156
173,2021-09-02,3447.731282466556,3340.784449963554,3561.8055681391725
174,2021-09-03,3450.3362138094617,3344.716313190697,3554.72559130878
175,2021-09-06,3463.11939207912,3360.87204417777,3568.78193563646
176,2021-09-07,3467.3040304832343,3359.552214431175,3578.9508906720475
177,2021-09-08,3476.806839097222,3379.5448779457693,3585.413823829438
178,2021-09-09,3482.906341699751,3374.323719816406,3588.577942495315
179,2021-09-13,3503.2723291071225,3392.0982683739617,3598.2636346489903
180,2021-09-14,3508.2145409714108,3399.489303602173,3612.4369084378536
181,2021-09-15,3518.1951467886506,3409.874551138787,3616.954623764771
182,2021-09-16,3524.4628427364873,3418.1756229864295,3632.6869727892517
183,2021-09-17,3528.3411861139493,3419.6652512953574,3645.4316650879773
184,2021-09-20,3533.396288055303,3423.8874409340638,3644.342151474542
185,2021-09-21,3533.9063562463552,3420.7582606040087,3639.1876654863345
186,2021-09-22,3539.1444633659103,3437.1985685355394,3653.752955214802
187,2021-09-23,3540.38639478862,3433.970041822638,3648.8838372739037
188,2021-09-24,3538.988593698723,3430.7064465155095,3646.451004227272
189,2021-09-27,3535.814858748886,3423.9666055607263,3634.7371648115086
190,2021-09-28,3533.354841644277,3424.3886108526726,3635.3175861637737
191,2021-09-29,3535.5825244936905,3438.744058459495,3640.2793479368966
192,2021-09-30,3533.816088123932,3434.8499217208723,3637.883974263543
193,2021-10-01,3529.451761578663,3427.522522551504,3633.5864799384954
194,2021-10-04,3517.9690186026837,3415.276751658643,3629.727516293934
195,2021-10-05,3513.025105265268,3407.2463845209804,3615.66868652006
196,2021-10-06,3512.9426121601637,3400.4145912184913,3624.038289948419
197,2021-10-07,3509.0497264005853,3399.0804669893737,3611.4674061813225
198,2021-10-08,3502.7471977963655,3394.0862987077076,3611.655011448989
199,2021-10-11,3486.5517407699435,3372.078759549559,3585.836705352446
200,2021-10-12,3480.3754682366402,3368.983925507606,3590.746237325372
201,2021-10-13,3479.208706353657,3372.2228406300146,3587.507780467597
202,2021-10-14,3474.3648845582334,3360.016344349248,3588.234852961467
203,2021-10-18,3449.1249140025884,3333.843580367841,3556.940173583311
204,2021-10-19,3442.4798916539194,3332.3931818424426,3541.99220166418
205,2021-10-20,3440.9237570183036,3334.4618349070442,3549.7421815166067
206,2021-10-21,3435.773981348677,3333.726088625192,3550.5052905149414
207,2021-10-22,3428.425563486097,3320.8329275928563,3536.6314269228355
208,2021-10-25,3410.394752692219,3294.9883730761335,3519.9050586904314
209,2021-10-26,3404.0878776426207,3302.536057807213,3504.2441858455672
210,2021-10-27,3403.072437999366,3300.4029209229243,3517.1040713076386
211,2021-10-28,3398.69654907005,3291.301903772232,3502.4628887674576
212,2021-10-29,3392.386375593593,3282.8187893013883,3497.291479191127
213,2021-11-01,3379.3487750305053,3264.4297442894176,3485.9869255026547
214,2021-11-02,3375.4139960235434,3267.4377221367963,3490.022429579234
215,2021-11-03,3377.1526331112727,3274.8592889511347,3476.091342534016
216,2021-11-04,3375.9194920885584,3273.1023918634137,3483.5004843037423
217,2021-11-08,3372.8569050805963,3261.696690745701,3478.6767318257043
218,2021-11-09,3373.793909340864,3268.1287217679046,3482.389346139316
219,2021-11-10,3380.638164326068,3275.8727599937465,3480.8258939988023
220,2021-11-11,3384.6843483127504,3281.804048928433,3490.547627969667
221,2021-11-12,3387.2882741426124,3277.3810922714306,3504.016909845025
222,2021-11-15,3402.996995973323,3301.173318871424,3513.3672100469566
223,2021-11-16,3408.9223973825,3306.4730113201626,3513.77849395886
224,2021-11-17,3420.4344144849897,3307.2416871275755,3527.5669726695123
225,2021-11-18,3428.7387295000844,3320.8955145415825,3543.6221798039255
226,2021-11-22,3458.376506581075,3356.573271933905,3561.158548353586
227,2021-11-23,3465.375119279189,3360.175112020749,3577.920580988411
228,2021-11-24,3477.163953915433,3366.03729462585,3581.929943993145
229,2021-11-25,3484.9262824159287,3384.541719471483,3593.7294110627236
230,2021-11-26,3489.9516200453404,3384.3239588289503,3598.7676664252767
231,2021-11-29,3504.4265124963217,3389.4364599727005,3612.8687809054486
232,2021-11-30,3507.0467807907744,3391.190906448525,3616.0358811162887
233,2021-12-01,3513.8461971372426,3405.1658790363967,3617.642912420536
234,2021-12-02,3516.0973321388237,3411.3202823062215,3621.2485089509246
235,2021-12-03,3515.16579383063,3409.2999225549615,3615.461121012547
236,2021-12-06,3510.4172359684626,3403.7556947565076,3606.108565509066
237,2021-12-07,3506.5999320577785,3410.393153093491,3613.5073994669406
238,2021-12-08,3507.164520958068,3392.687341512582,3616.789474997966
239,2021-12-09,3503.5125351222996,3390.7693417591067,3606.8074178123015
240,2021-12-10,3497.133528461715,3396.9869831425485,3606.722207817887
241,2021-12-13,3479.8842565367063,3374.9625722649216,3589.211038391885
242,2021-12-14,3473.4888408707716,3361.452771996774,3581.061254996859
243,2021-12-15,3472.3859478315867,3371.4657855816063,3577.6849813381405
244,2021-12-16,3468.020611697302,3368.2176715292453,3573.84193561096
245,2021-12-17,3461.9067669754077,3356.4835119926292,3571.894651806736
246,2021-12-20,3451.2715290086353,3349.6709641591447,3565.3024682012338
247,2021-12-21,3448.9050276034095,3344.2524615858306,3556.9418980018672
248,2021-12-22,3452.639213802805,3348.4756390318835,3550.9578689635964
249,2021-12-23,3453.831686208142,3345.3668459966802,3558.7597685697788
250,2021-12-24,3453.894765461344,3342.8654771785928,3561.65594831046
251,2021-12-27,3464.3251173445287,3353.9210479596604,3575.7154619111534
252,2021-12-28,3469.3959671024877,3356.4429796259474,3580.665857839737
253,2021-12-29,3480.5523190540803,3378.7340947321845,3589.137946352625
254,2021-12-30,3489.019170560526,3382.172005544517,3589.823988143938
255,2021-12-31,3496.080998661687,3390.1154475739227,3606.725484911519
256,2022-01-03,3524.7015634990503,3420.1277886958796,3636.4575587178006
257,2022-01-04,3534.574487144415,3430.3581081190896,3642.7047240075203
258,2022-01-05,3549.774887368555,3439.901760085081,3650.633763746304
259,2022-01-06,3561.475661406632,3452.6058943232597,3672.8209807593557
260,2022-01-07,3570.926604717162,3467.1720725364144,3679.553514871743
261,2022-01-10,3601.5633819242817,3496.7347460410383,3708.041102562589
262,2022-01-11,3610.449214416669,3502.9315646603395,3717.244345684799
263,2022-01-12,3623.901241170151,3521.6125283095207,3737.4944526585127
264,2022-01-13,3633.153962194759,3522.78110984047,3737.960585892177
265,2022-01-14,3639.52995582025,3527.691962388358,3743.9786735183034
266,2022-01-17,3658.029594999442,3548.3112363784157,3760.4099255956125
267,2022-01-18,3662.2056967291487,3549.2861120843877,3778.5135228787253
268,2022-01-19,3670.7726331690974,3564.0346111147364,3782.2107201123604
269,2022-01-20,3675.0558091444527,3565.158063348829,3784.614748070009
270,2022-01-21,3676.4634988066227,3564.6151490328643,3785.6774169230016
271,2022-01-24,3680.8043475604777,3571.8185655932766,3788.213243273267
272,2022-01-25,3680.705569647235,3571.5992349708695,3777.219097993854
273,2022-01-27,3685.9027132188926,3576.3878932494663,3787.5757788726646
274,2022-01-28,3683.9649684065857,3577.305418905695,3789.6327570861627
275,2022-01-31,3680.1327135695833,3577.4108361572066,3793.641580214745
276,2022-02-01,3677.849722330151,3580.390481192215,3789.384591896934
277,2022-02-02,3680.4561296621,3571.6819402914575,3784.8210985157484
278,2022-02-03,3679.252218307599,3570.64103318313,3786.771709339709
279,2022-02-04,3675.6043293575535,3571.620406279754,3783.3818633232
280,2022-02-07,3666.7477074156413,3562.121981307982,3778.9531080005695
281,2022-02-08,3662.6531344141104,3561.286946319386,3765.3667846754715
282,2022-02-09,3663.30389060372,3550.2870956725956,3761.434615173779
283,2022-02-10,3659.964698699759,3549.4772879559514,3772.3478697676073
284,2022-02-11,3653.9749233566467,3543.5959044964457,3767.1688303562214
285,2022-02-14,3636.7330314034334,3533.682026412211,3741.399230778479
286,2022-02-15,3629.4042394998414,3521.0584254068453,3738.8885567257817
287,2022-02-16,3626.63582865002,3522.1393201953283,3737.3091877474462
288,2022-02-17,3619.7292420544927,3521.304130065814,3723.1231657916446
289,2022-02-18,3610.0702052975867,3502.6708272404444,3708.8804933018905
290,2022-02-21,3581.792655446605,3475.702465668857,3685.203218388467
291,2022-02-22,3570.9998890863826,3461.582788108589,3672.0354179674296
292,2022-02-23,3564.995363754129,3456.589415410875,3669.27545112857
293,2022-02-24,3555.1540697266037,3444.8624028947,3660.3563081526204
294,2022-02-25,3542.933334121754,3433.022562114238,3640.039709121052
295,2022-02-28,3509.855416261924,3403.4800296663643,3618.363222952228
296,2022-03-02,3492.7789767385498,3389.642813896117,3596.4345202573813
297,2022-03-03,3483.778421636726,3376.785276468227,3593.321874062427
298,2022-03-04,3473.071285525193,3369.82444989353,3578.432754712962
299,2022-03-07,3448.49351860986,3341.3352105383356,3554.3476915361266
300,2022-03-08,3441.305572050204,3337.0546338660592,3549.8682853695595
301,2022-03-09,3440.0831167713886,3338.891819839747,3546.1856076603976
302,2022-03-10,3436.1629292063603,3322.8855086668964,3542.5561186640603
303,2022-03-11,3430.9424240451585,3320.8172965212716,3537.075220654571
304,2022-03-14,3424.4386171840065,3309.1912721158005,3525.6796458842364
305,2022-03-15,3423.5141396196705,3315.3232776605932,3527.386856570379
306,2022-03-16,3428.5190526926995,3325.0218663505675,3535.1046792777743
307,2022-03-17,3430.697256134773,3331.9664903630214,3538.6228215733813
308,2022-03-21,3440.356352695302,3341.2739237220235,3549.351742775993
309,2022-03-22,3443.651922722823,3335.021279770177,3555.9707716526173
310,2022-03-23,3452.307541622053,3348.7746503626777,3556.189639731113
311,2022-03-24,3457.5256223595575,3351.885652516923,3566.027678463463
312,2022-03-25,3460.583473778829,3356.317914406804,3562.8240863324463
313,2022-03-28,3472.808133463826,3368.5760100847856,3567.4846062403085
314,2022-03-29,3475.869455073505,3372.843615018892,3588.675927556356
315,2022-03-30,3483.670807686553,3370.278801188732,3582.910590149273
316,2022-03-31,3487.449966746177,3381.3775978981057,3594.029426260708
317,2022-04-01,3488.527995042658,3377.6600325990125,3599.390832570953
318,2022-04-04,3492.1058838879158,3387.8672898768637,3594.408944609844
319,2022-04-05,3491.586213355228,3380.2508550229027,3591.8493141964436
320,2022-04-06,3495.566451450311,3390.281869691097,3609.3757521237662
321,2022-04-07,3492.7983593929175,3373.3181717609496,3594.419001874776
322,2022-04-08,3487.222551143781,3381.422386220241,3588.275962347914
323,2022-04-11,3470.828216801416,3361.465264585932,3572.899950154012
324,2022-04-12,3463.838612006862,3353.4289637974766,3567.3285915496535
325,2022-04-13,3461.5261495721493,3355.029280580594,3569.3399055768095
326,2022-04-18,3421.990423040289,3308.782925805559,3527.9380366492533
327,2022-04-19,3412.9828534063386,3311.984738099671,3527.4030302381825
328,2022-04-20,3408.992140624951,3301.4988157114535,3523.9704624906794
329,2022-04-21,3401.3650890661193,3301.669195633383,3508.2057153251767
330,2022-04-22,3391.5202976689725,3282.8839260492373,3501.410327257795
331,2022-04-25,3366.018459331226,3264.4692828232796,3468.763117714152
332,2022-04-26,3357.233328858994,3249.7847953211744,3465.02363345985
333,2022-04-27,3353.7288719795683,3247.117803523268,3463.9497063420736
334,2022-04-28,3346.831469015864,3239.340199884488,3450.3947413349065
335,2022-04-29,3337.9384112467715,3237.9050359625658,3436.0327643154296
336,2022-05-02,3316.4057054203454,3215.778736133186,3423.089793336902
337,2022-05-04,3307.473239035915,3201.4785346270346,3410.143535422796
338,2022-05-05,3302.4045110392153,3196.051916747695,3409.196342298571
339,2022-05-06,3295.413403155894,3193.4553165169846,3413.9438833574054
340,2022-05-09,3279.836112002813,3169.365986572683,3386.15329361926
341,2022-05-10,3274.680696585077,3168.150735775829,3377.7741358740523
342,2022-05-11,3274.9025402885236,3167.5260935397646,3383.938823010235
343,2022-05-12,3271.791168785622,3166.5007500283778,3381.118590611193
344,2022-05-13,3266.220897377275,3164.696654708888,3374.5097491705305
345,2022-05-16,3254.4651329368835,3156.0923550642383,3366.4684890895364
346,2022-05-17,3250.3922513286698,3150.4059474104433,3357.6552730671624
347,2022-05-18,3251.581505156012,3144.8658313236206,3362.016671168861
348,2022-05-19,3249.3127296564303,3149.7466543351297,3365.5159152331757
349,2022-05-20,3244.939513186881,3139.287593893362,3349.8551143976656
350,2022-05-23,3235.925296733154,3136.351624724331,3347.146528700972
351,2022-05-24,3232.4764826757537,3129.985669342567,3333.58163262966
352,2022-05-25,3234.147583626803,3124.4422400599165,3340.8065232269864
353,2022-05-26,3232.223818178767,3121.088881575361,3336.911073340481
354,2022-05-27,3228.0667148758466,3123.5626270442376,3340.1785381948735
355,2022-05-30,3219.0434362803885,3113.8645865505755,3321.6639082445954
356,2022-05-31,3215.422044544036,3109.465234941908,3323.165912564325
357,2022-06-01,3216.8650519798102,3107.477382686959,3321.709085380378
358,2022-06-02,3214.677130557704,3111.8275149615506,3320.273123938733
359,2022-06-03,3210.2398832189133,3103.4091811653543,3322.103116554757
360,2022-06-06,3200.4790350025382,3092.2261417723043,3309.9338982521635
361,2022-06-07,3196.707700660786,3081.8076865291796,3300.831980963259
362,2022-06-08,3198.075208700959,3104.4496080720933,3313.582285622001
363,2022-06-09,3195.898377305903,3085.382118855504,3305.133793831464
364,2022-06-10,3191.567774035354,3090.3396752235462,3293.853794537415
365,2022-06-13,3182.7343493565513,3081.4265807001484,3287.6129044046734
366,2022-06-14,3179.465866343636,3074.5869936000054,3278.155464631418
367,2022-06-15,3181.4182836235327,3077.7849336807694,3288.305136296188
368,2022-06-16,3179.893456698674,3070.3116342388803,3291.615931136173
369,2022-06-17,3176.2632809620113,3067.9003391701867,3281.8601122033633
370,2022-06-20,3169.588973919837,3059.568882409625,3284.152561987163
371,2022-06-21,3166.9708777469714,3066.4189710702076,3264.392767307101
372,2022-06-22,3169.4918160556085,3060.6111454374336,3272.962024015312
373,2022-06-23,3168.4253505321726,3061.969478835509,3274.6116572892615
374,2022-06-24,3165.1163740564452,3055.9750280656995,3272.273569197313
375,2022-06-27,3158.3513682891567,3055.784505164225,3267.8060645971004
376,2022-06-28,3155.293518031094,3051.4539068854515,3252.208606089486
377,2022-06-29,3157.153139166201,3050.554839431204,3273.8840113931356
378,2022-06-30,3155.202407157919,3044.0777832777903,3261.9973508767252
379,2022-07-01,3150.7912763800423,3036.4447844953766,3262.0769241778144
380,2022-07-04,3139.563872333103,3029.3703015047686,3237.95516572949
381,2022-07-05,3134.7169481653223,3027.538486870256,3246.2166610612708
382,2022-07-06,3134.69410215089,3029.8257711544534,3237.1857535722643
383,2022-07-07,3130.8101275462604,3026.270136119657,3231.3226107394485
384,2022-07-08,3124.461935997654,3019.994697491951,3225.269388608996
385,2022-07-11,3107.9131275982045,2999.7979347518076,3213.552415341514
386,2022-07-12,3101.6325131467165,2995.43115151674,3209.333444604879
387,2022-07-13,3100.4328594867,2998.0365995246157,3204.344314830887
388,2022-07-14,3095.677247886063,2989.7443649765974,3201.9775476484497
389,2022-07-15,3088.8064566626754,2985.5668054262333,3194.342129305146
390,2022-07-18,3073.1304990347,2967.80054850122,3192.202401203729
391,2022-07-19,3068.031605238304,2960.7348533216827,3179.881843330611
392,2022-07-20,3068.47554322102,2959.709285355977,3177.870532270665
393,2022-07-21,3065.8207639568755,2963.8202368174584,3176.6439284856633
394,2022-07-22,3061.493321329685,2950.545128953692,3174.866907772407
395,2022-07-25,3055.8062007623494,2953.1274779432815,3162.026919723696
396,2022-07-26,3054.6778376379766,2944.5050459512627,3165.3579693306174
397,2022-07-27,3059.319482676569,2952.5485153339882,3164.3753558830977
398,2022-07-28,3061.023478895462,2949.3643725782786,3166.0393770938294
399,2022-07-29,3061.144857994128,2953.1733696311976,3166.3238681348503
400,2022-08-01,3068.5932658279467,2963.6150391917026,3176.091362656097
401,2022-08-02,3071.520739869553,2965.37410937967,3182.6621856030274
402,2022-08-03,3079.9357340170973,2972.6569191804288,3190.095600719681
403,2022-08-04,3085.064455304183,2986.215863495624,3184.7768307066035
404,2022-08-05,3088.202381074756,2982.088583383685,3197.0837231450764
405,2022-08-08,3101.7827103300933,2992.7209470917724,3200.6832763420193
406,2022-08-10,3114.49012016697,3007.2335221662725,3221.869130213374
407,2022-08-11,3119.4557230458554,3009.651665252119,3228.671197308204
408,2022-08-12,3121.8811949046467,3022.174420572234,3229.8158138114522
409,2022-08-16,3131.6665901656047,3018.412136614596,3237.4589400567475
410,2022-08-17,3137.597429502468,3030.1411197837474,3253.899163630007
411,2022-08-18,3139.419437993312,3028.277806154217,3250.1232592624797
412,2022-08-19,3138.513565775328,3031.6192218250794,3247.4152464578533
413,2022-08-22,3136.587057616827,3030.0614160123946,3244.3520496161927
414,2022-08-23,3134.5805159862794,3035.7642332048918,3245.1170215753627
415,2022-08-24,3137.341903189301,3028.141405554595,3243.065604648251
416,2022-08-25,3136.227276581511,3025.9192601852465,3245.5502029192025
417,2022-08-26,3132.670365041614,3018.530294590737,3240.1176333483368
418,2022-08-29,3124.896665028743,3021.384513971191,3234.8333285909193
419,2022-08-30,3121.7232502043776,3013.6547080473247,3226.8704993920005
420,2022-09-01,3122.2414849797515,3015.4372619083706,3225.657016014636
421,2022-09-02,3118.6963273124356,3014.3506722350853,3223.7982970429184
422,2022-09-05,3112.9014718365656,2999.4289935155853,3215.775151739917
423,2022-09-06,3110.8886779002382,3006.313397939224,3223.234184495626
424,2022-09-07,3114.2103663010253,3013.612745132489,3227.4656188473214
425,2022-09-08,3114.155524771972,3004.7185842185654,3221.281943919367
426,2022-09-09,3112.078783150319,3006.1626662609588,3218.3965147211848
427,2022-09-12,3110.3459707371135,3011.3053188471144,3220.7510343213435
428,2022-09-13,3109.3867594506537,3003.7956232151646,3215.311380290881
429,2022-09-14,3113.5303781051693,3004.1493744095064,3227.838159499595
430,2022-09-15,3114.0263893896013,3014.761553283823,3224.143582566149
431,2022-09-16,3112.1975895991245,3005.2443739367645,3220.5482175374705
432,2022-09-19,3109.198258481561,2996.604425620126,3213.954622652286
433,2022-09-20,3107.1258702718706,3006.2528743298194,3219.6741051943313
434,2022-09-21,3109.8217173962084,2996.4471188734065,3221.794022460054
435,2022-09-22,3108.5538532540845,3001.3108127788782,3213.5480099709716
436,2022-09-23,3109.0701910359567,2990.544222040124,3218.413224469978
437,2022-09-26,3111.701595762781,3005.7596437587576,3219.4607487594417
438,2022-09-27,3111.17098911233,3003.4931885207775,3213.903514020668
439,2022-09-28,3115.313297938651,3008.6884868659963,3219.7172794685334
440,2022-09-29,3115.440676222937,3004.25143104757,3216.896703871302
441,2022-09-30,3112.94428257623,3004.240936401453,3211.8926410793083
442,2022-10-03,3106.8752078114458,2995.327456872015,3211.593739894194
443,2022-10-04,3103.666283025122,2993.8613044558206,3214.578766095665
444,2022-10-06,3103.056107468798,2987.4288099099763,3216.6936365546817
445,2022-10-07,3098.3866999384313,2985.2300862291686,3209.15222591773
446,2022-10-10,3086.922200082872,2975.393520012353,3188.8864295175526
447,2022-10-11,3082.276615515835,2966.7636776769864,3189.96770448892
448,2022-10-12,3082.6222285538356,2977.642738025237,3190.5842886469914
449,2022-10-13,3079.2749147687077,2979.7603516426298,3188.8383139608113
450,2022-10-14,3073.622635239325,2961.6904148055705,3178.2893772984858
451,2022-10-17,3059.889054936466,2953.1196348706617,3179.8830626141407
452,2022-10-18,3054.674085213542,2952.792780135896,3170.1471931195742
453,2022-10-19,3054.531179398749,2955.4412817202888,3163.969377868519
454,2022-10-20,3050.7744577686954,2946.8888144628177,3153.3874941574545
